"start","end","hN_mm","iN_mean","iN_max","hN_max_60","DN_h"
2023-07-05 01:35:00,2023-07-05 02:40:00,1.84,0.131428571428571,0.66,1.79,1.08333333333333
2023-07-09 16:30:00,2023-07-09 18:00:00,17.94,0.944210526315789,5.6,17.33,1.5
2023-07-11 20:40:00,2023-07-12 04:15:00,8.02,0.0871739130434783,1.48,4.19,7.58333333333333
2023-07-13 12:35:00,2023-07-13 12:50:00,2.58,0.645,1.36,0,0.25
2023-07-13 13:40:00,2023-07-13 17:55:00,1.63,0.0313461538461538,0.51,1.61,4.25
2023-07-15 19:55:00,2023-07-15 20:20:00,1.72,0.286666666666667,0.92,0,0.416666666666667
2023-07-17 00:05:00,2023-07-17 00:20:00,0.37,0.0925,0.21,0,0.25
2023-07-17 15:35:00,2023-07-17 15:55:00,2.53,0.506,1.82,0,0.333333333333333
2023-07-20 02:00:00,2023-07-20 02:25:00,1.8,0.3,1.16,0,0.416666666666667
2023-07-21 18:15:00,2023-07-21 18:45:00,2.4,0.342857142857143,1.55,0,0.5
2023-07-22 20:15:00,2023-07-22 23:30:00,1.62,0.0405,0.13,0.92,3.25
2023-07-23 12:20:00,2023-07-23 13:00:00,0.34,0.0377777777777778,0.12,0,0.666666666666667
2023-07-23 18:30:00,2023-07-23 21:50:00,1.47,0.0358536585365854,0.48,1.04,3.33333333333333
2023-07-24 04:25:00,2023-07-24 07:10:00,9.69,0.285,2.04,7.51,2.75
2023-07-27 02:35:00,2023-07-27 17:30:00,14.24,0.0791111111111111,0.58,5.04,14.9166666666667
2023-07-29 13:55:00,2023-07-29 14:45:00,0.89,0.0809090909090909,0.16,0,0.833333333333333
2023-07-30 21:30:00,2023-07-31 08:15:00,7.93,0.061,0.79,3.4,10.75
2023-07-31 16:35:00,2023-07-31 21:25:00,5.43,0.0920338983050848,1.06,3.07,4.83333333333333
2023-08-01 02:55:00,2023-08-01 10:35:00,4.67,0.0502150537634409,2.58,3.15,7.66666666666667
2023-08-02 06:55:00,2023-08-02 16:55:00,12.75,0.105371900826446,2.31,3.63,10
2023-08-02 21:05:00,2023-08-03 08:30:00,20.21,0.146449275362319,1.34,5.72,11.4166666666667
2023-08-03 10:05:00,2023-08-03 18:15:00,2.57,0.025959595959596,0.83,1.59,8.16666666666667
2023-08-04 14:15:00,2023-08-04 14:45:00,1.66,0.237142857142857,0.78,0,0.5
2023-08-05 15:30:00,2023-08-05 18:15:00,4.52,0.132941176470588,0.39,2.9,2.75
2023-08-06 12:45:00,2023-08-06 18:35:00,15.63,0.220140845070423,2.56,10.63,5.83333333333333
2023-08-07 07:05:00,2023-08-07 08:55:00,2.55,0.110869565217391,0.81,1.57,1.83333333333333
2023-08-08 16:05:00,2023-08-08 23:50:00,2.31,0.0245744680851064,0.21,0.92,7.75
2023-08-11 23:10:00,2023-08-12 02:25:00,4.56,0.114,0.34,2.52,3.25
2023-08-12 07:40:00,2023-08-12 10:00:00,10.66,0.367586206896552,1.5,7.53,2.33333333333333
2023-08-15 05:10:00,2023-08-15 05:50:00,0.74,0.0822222222222222,0.24,0,0.666666666666667
2023-08-16 01:05:00,2023-08-16 02:35:00,1.8,0.0947368421052631,0.88,1.6,1.5
2023-08-16 07:20:00,2023-08-16 08:50:00,0.79,0.0415789473684211,0.24,0.64,1.5
2023-08-17 02:35:00,2023-08-17 06:45:00,15.46,0.303137254901961,2.36,9.28,4.16666666666667
2023-08-19 12:55:00,2023-08-19 13:05:00,0.04,0.0133333333333333,0.03,0,0.166666666666667
2023-08-25 08:35:00,2023-08-25 12:30:00,6.77,0.141041666666667,0.52,3.74,3.91666666666667
2023-08-27 08:05:00,2023-08-27 14:50:00,4.72,0.0575609756097561,0.96,2.73,6.75
2023-08-30 11:30:00,2023-08-30 13:10:00,3.33,0.158571428571429,0.37,2.43,1.66666666666667
2023-08-30 17:20:00,2023-08-30 17:35:00,0.71,0.1775,0.56,0,0.25
2023-08-31 10:45:00,2023-08-31 15:20:00,2.52,0.045,1.12,1.54,4.58333333333333
2023-09-11 21:55:00,2023-09-12 09:20:00,38.95,0.282246376811594,8.76,22.37,11.4166666666667
2023-09-12 21:45:00,2023-09-13 08:45:00,13.92,0.104661654135338,1.91,7.47,11
2023-09-18 05:05:00,2023-09-18 05:25:00,1.15,0.23,0.61,0,0.333333333333333
2023-09-18 18:00:00,2023-09-18 19:00:00,1.38,0.106153846153846,0.29,1.38,1
2023-09-21 15:15:00,2023-09-21 20:55:00,20.46,0.296521739130435,5.84,16.6,5.66666666666667
2023-09-22 18:20:00,2023-09-22 18:40:00,0.97,0.194,0.48,0,0.333333333333333
2023-09-22 22:50:00,2023-09-22 23:20:00,1.6,0.228571428571429,0.68,0,0.5
2023-09-29 14:40:00,2023-09-29 14:50:00,0.93,0.31,0.49,0,0.166666666666667
2023-10-03 11:00:00,2023-10-03 15:00:00,2.19,0.0446938775510204,0.44,2,4
2023-10-03 16:25:00,2023-10-03 16:30:00,0.48,0.24,0.47,0,0.0833333333333333
2023-10-08 01:40:00,2023-10-08 05:25:00,0.97,0.0210869565217391,0.14,0.46,3.75
2023-10-09 05:45:00,2023-10-09 05:55:00,0.09,0.03,0.06,0,0.166666666666667
2023-10-12 00:20:00,2023-10-12 16:50:00,26.39,0.132613065326633,1.44,6.5,16.5
2023-10-12 20:25:00,2023-10-12 20:30:00,0.09,0.045,0.08,0,0.0833333333333333
2023-10-13 04:25:00,2023-10-13 06:15:00,1.25,0.0543478260869565,0.24,1,1.83333333333333
2023-10-13 17:15:00,2023-10-14 02:10:00,23.6,0.218518518518518,2.19,10.75,8.91666666666667
2023-10-14 13:45:00,2023-10-14 14:00:00,4.62,1.155,3.71,0,0.25
2023-10-18 22:00:00,2023-10-19 03:20:00,9.24,0.142153846153846,0.71,4.79,5.33333333333333
2023-10-20 05:20:00,2023-10-20 15:15:00,18.29,0.152416666666667,0.81,4.17,9.91666666666667
2023-10-21 04:15:00,2023-10-21 07:05:00,2.67,0.0762857142857143,0.18,1.43,2.83333333333333
2023-10-23 21:40:00,2023-10-23 23:20:00,1.31,0.0623809523809524,0.22,0.96,1.66666666666667
2023-10-25 14:05:00,2023-10-25 18:30:00,9.11,0.168703703703704,0.65,3.61,4.41666666666667
2023-10-26 01:35:00,2023-10-26 02:15:00,0.18,0.02,0.07,0,0.666666666666667
2023-10-27 06:35:00,2023-10-27 19:45:00,9.58999999999999,0.060314465408805,0.3,1.53,13.1666666666667
2023-10-28 09:05:00,2023-10-28 10:40:00,0.59,0.0295,0.16,0.33,1.58333333333333
2023-10-28 21:30:00,2023-10-29 00:20:00,2.97,0.0848571428571429,0.24,1.54,2.83333333333333
2023-10-29 15:15:00,2023-10-29 16:50:00,3.53,0.1765,1.45,3.18,1.58333333333333
2023-10-30 16:25:00,2023-10-31 00:25:00,5.96,0.0614432989690721,0.45,2.8,8
2023-10-31 05:30:00,2023-10-31 06:25:00,2.38,0.198333333333333,0.53,2.38,0.916666666666667
2023-10-31 14:15:00,2023-10-31 14:25:00,0.54,0.18,0.45,0,0.166666666666667
2023-10-31 14:40:00,2023-11-01 00:10:00,2.55,0.0221739130434783,0.21,0.92,9.5
2023-11-01 04:40:00,2023-11-01 07:10:00,1.05,0.0338709677419355,0.1,0.7,2.5
2023-11-04 14:00:00,2023-11-04 22:05:00,5.12,0.0522448979591837,0.45,1.66,8.08333333333333
2023-11-05 03:20:00,2023-11-05 05:30:00,1.58,0.0585185185185185,0.14,1,2.16666666666667
2023-11-05 09:55:00,2023-11-05 18:25:00,2.76,0.0267961165048544,0.3,1.26,8.5
2023-11-06 15:40:00,2023-11-06 16:15:00,1.29,0.16125,0.43,0,0.583333333333333
2023-11-08 03:00:00,2023-11-08 03:20:00,1.17,0.234,0.53,0,0.333333333333333
2023-11-08 15:30:00,2023-11-09 01:10:00,7.71,0.0658974358974359,0.35,2.42,9.66666666666667
2023-11-09 02:30:00,2023-11-09 11:20:00,2.21,0.0206542056074766,0.25,1.02,8.83333333333333
2023-11-09 19:50:00,2023-11-09 21:25:00,1.7,0.085,0.32,1.5,1.58333333333333
2023-11-10 00:45:00,2023-11-10 01:15:00,0.31,0.0442857142857143,0.15,0,0.5
2023-11-10 21:25:00,2023-11-11 00:50:00,10.69,0.254523809523809,0.71,5.29,3.41666666666667
2023-11-11 10:40:00,2023-11-11 11:00:00,0.2,0.04,0.08,0,0.333333333333333
2023-11-11 12:25:00,2023-11-11 17:00:00,1.59,0.0283928571428571,0.34,1.32,4.58333333333333
2023-11-13 08:30:00,2023-11-13 14:40:00,8.32,0.110933333333333,1.09,3.24,6.16666666666667
2023-11-14 00:30:00,2023-11-14 02:50:00,4.62,0.159310344827586,1.86,4.19,2.33333333333333
2023-11-14 07:30:00,2023-11-14 11:10:00,1.07,0.0237777777777778,0.35,0.71,3.66666666666667
2023-11-14 16:45:00,2023-11-15 00:50:00,5.76,0.0587755102040816,0.73,1.62,8.08333333333333
2023-11-15 06:30:00,2023-11-15 10:35:00,4.75,0.095,0.7,2.12,4.08333333333333
2023-11-18 12:55:00,2023-11-18 19:35:00,7.99,0.098641975308642,0.36,2.07,6.66666666666667
2023-11-19 08:15:00,2023-11-19 09:35:00,0.89,0.0523529411764706,0.21,0.6,1.33333333333333
2023-11-19 18:25:00,2023-11-20 05:20:00,8.26,0.0625757575757576,0.36,1.77,10.9166666666667
2023-11-21 07:20:00,2023-11-21 08:55:00,0.63,0.0315,0.13,0.61,1.58333333333333
2023-11-23 16:20:00,2023-11-23 22:35:00,4.08,0.0536842105263158,0.63,1.18,6.25
2023-11-24 04:40:00,2023-11-24 07:40:00,0.77,0.0208108108108108,0.2,0.6,3
2023-11-24 12:10:00,2023-11-24 20:00:00,4.82,0.0507368421052631,0.79,2.45,7.83333333333333
2023-11-25 08:25:00,2023-11-25 12:15:00,1.83,0.038936170212766,0.36,1.29,3.83333333333333
2023-11-26 16:30:00,2023-11-26 20:55:00,0.79,0.0146296296296296,0.09,0.61,4.41666666666667
2023-11-27 01:35:00,2023-11-27 20:50:00,20.06,0.0864655172413793,0.24,2,19.25
2023-11-28 23:00:00,2023-11-29 00:05:00,2.12,0.151428571428571,0.43,2.08,1.08333333333333
2023-11-29 01:55:00,2023-11-29 06:00:00,0.96,0.0192,0.16,0.58,4.08333333333333
2023-11-29 17:05:00,2023-11-29 17:55:00,1.18,0.107272727272727,0.28,0,0.833333333333333
2023-12-03 21:35:00,2023-12-04 00:50:00,2.1,0.0525,0.13,1.17,3.25
2023-12-04 18:30:00,2023-12-04 20:05:00,0.85,0.0425,0.09,0.58,1.58333333333333
2023-12-05 05:05:00,2023-12-05 18:05:00,4.07,0.0259235668789809,0.11,0.97,13
2023-12-06 05:05:00,2023-12-06 08:20:00,0.51,0.01275,0.04,0.24,3.25
2023-12-06 10:20:00,2023-12-06 10:25:00,0.02,0.01,0.02,0,0.0833333333333333
2023-12-08 04:45:00,2023-12-08 06:50:00,1.82,0.07,0.19,1.26,2.08333333333333
2023-12-09 14:55:00,2023-12-09 20:05:00,5.16,0.0819047619047619,0.39,2.16,5.16666666666667
2023-12-10 03:05:00,2023-12-10 06:15:00,1.95,0.05,0.11,0.76,3.16666666666667
2023-12-10 18:30:00,2023-12-10 20:25:00,2.25,0.09375,0.34,1.59,1.91666666666667
2023-12-11 04:15:00,2023-12-11 09:30:00,2.89,0.04515625,0.27,1.31,5.25
2023-12-12 00:40:00,2023-12-12 01:00:00,0.35,0.07,0.15,0,0.333333333333333
2023-12-12 16:35:00,2023-12-12 18:55:00,1.65,0.0568965517241379,0.53,1.15,2.33333333333333
2023-12-13 05:45:00,2023-12-13 11:50:00,6.53,0.0882432432432432,0.5,3.16,6.08333333333333
2023-12-13 17:10:00,2023-12-13 21:15:00,1.69,0.0338,0.22,1.35,4.08333333333333
2023-12-19 05:45:00,2023-12-19 21:20:00,14.83,0.0788829787234042,0.28,2.56,15.5833333333333
2023-12-20 10:05:00,2023-12-21 16:45:00,21.8,0.0590785907859078,1.3,4.77,30.6666666666667
2023-12-22 10:00:00,2023-12-22 19:45:00,3.15,0.0266949152542373,0.24,1.38,9.75
2023-12-23 03:50:00,2023-12-23 16:40:00,13.95,0.09,0.34,3.05,12.8333333333333
2023-12-23 22:45:00,2023-12-24 01:30:00,1.58,0.0464705882352941,0.17,0.79,2.75
2023-12-24 03:35:00,2023-12-24 04:30:00,0.33,0.0275,0.07,0.33,0.916666666666667
2023-12-24 09:50:00,2023-12-24 17:25:00,7.96,0.0865217391304348,0.61,4.4,7.58333333333333
2023-12-24 17:30:00,2023-12-24 17:50:00,0.25,0.05,0.1,0,0.333333333333333
2023-12-24 21:30:00,2023-12-25 05:45:00,7.14,0.0714,1.22,6.08,8.25
2023-12-25 18:35:00,2023-12-26 04:35:00,12.65,0.104545454545455,1.32,3.64,10
2023-12-27 09:40:00,2023-12-27 11:40:00,1.49,0.0596,0.15,1.02,2
2023-12-29 08:15:00,2023-12-29 08:50:00,0.56,0.07,0.33,0,0.583333333333333
2023-12-29 15:50:00,2023-12-29 23:50:00,6.73,0.0693814432989691,0.81,3,8
2023-12-31 14:00:00,2023-12-31 14:30:00,1.12,0.16,0.39,0,0.5
